ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΔΡΙΤΣΕΛΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΞΑΦΟΣ ΑΘΑΝΑΣΙΟΣ του Αγγελου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Αποστόλου,ΣΙΜΟΡΕΛΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΣΤΑΜΟΥ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,ΧΑΡΤΟΠΟΥΛΟΥ ΠΕΡΙΣΤΕΡΑ (ΠΕΡΥ) του Μενέλαου,Νέα Δημοκρατία,ΒΛΑΧΟΓΙΑΝΝΗΣ ΗΛΙΑΣ του Γεωργίου,ΓΑΛΛΟΥ-ΔΑΛΚΑΦΟΥΚΗ ΧΡΥΣΑΝΘΗ του Αθανασίου,ΛΙΟΥΤΑΣ ΑΘΑΝΑΣΙΟΣ του Αχιλλέως,ΠΑΠΑΚΩΣΤΑ-ΠΑΛΙΟΥΡΑ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Δημητρίου,ΣΚΡΕΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΧΑΤΖΗΓΑΚΗΣ ΜΙΧΑΗΛ (ΜΙΚΕΛΗΣ) του Σωτηρίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΩΣΤΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΜΙΣΙΑΚΑΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΜΠΑΜΠΟΥΡΔΑ ΠΑΝΑΓΙΩΤΑ του Αγγελή,ΠΑΡΔΑΛΗΣ ΓΕΩΡΓΙΟΣ του Στεργίου,ΤΣΕΚΟΥΡΑ ΑΓΓΕΛΙΚΗ του Νικολάου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΟΥ ΦΩΤΕΙΝΗ του Θεόφιλου,ΗΛΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Προκοπίου,ΜΠΛΕΤΣΑΣ ΣΩΤΗΡΙΟΣ του Σεραφείμ,ΝΤΙΝΤΗ ΧΡΙΣΤΟΥΛΑ (ΧΡΥΣΑ) του Κωνσταντίνου,ΠΑΠΑΕΥΘΥΜΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,ΦΑΜΙΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σωτηρίου,Κ.Κ.Ε.,ΚΑΪΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΚΑΝΤΑΡΤΖΗΣ ΑΧΙΛΛΕΑΣ του Κλεομένη,ΚΑΠΕΤΗ ΓΕΩΡΓΙΑ του Παντελή,ΛΙΑΤΙΦΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΤΟΥΡΛΙΟΣ ΛΑΜΠΡΟΣ του Νικολάου,ΠΕΤΡΑΚΗ ΕΙΡΗΝΗ του Αντωνίου,Ένωση Κεντρώων,ΑΚΡΙΒΟΣ ΑΠΟΣΤΟΛΟΣ του Κωνσταντίνου,ΕΚΟΥΤΣΙΔΗ ΜΑΡΙΑ του Σαββελίου,ΜΑΝΤΖΑΝΑ ΒΑΣΙΛΙΚΗ του Αχιλλέα,ΜΗΤΣΙΟΣ ΜΑΡΙΟΣ του Ναπολέοντος,ΣΑΡΤΑΜΠΑΚΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΔΡΑΓΟΥΤΑ ΜΑΡΙΑ του Παύλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΡΕΚΑΤΕΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΣΑΒΒΟΥΛΙΔΗ ΣΟΥΛΤΑΝΑ του Ευαγγέλου,ΤΑΧΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Δημητρίου,ΤΣΟΛΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΣΤΕΦΑΝΟΣ του Βασιλείου,Ελληνική Λύση - Κ. Βελόπουλος,ΜΑΓΚΟΥΤΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΠΑΝΑΓΟΥ ΚΩΝΣΤΑΝΤΙΑ του Στυλιανού,ΠΙΝΙΑΡΑ ΑΓΓΕΛΙΚΗ του Αθανασίου,ΣΒΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΣΤΑΣΟΣ ΑΧΙΛΛΕΥΣ του Κωνσταντίνου,ΤΣΙΟΥΜΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΖΟΛΩΤΑ ΕΥΑΓΓΕΛΗ (ΕΛΙΖΑ) του Γεωργίου,ΜΠΑΛΑΦΑΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΣΑΠΟΥΝΑ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,ΤΟΥΦΕΞΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΣΤΑΥΡΙΔΟΥ ΑΝΝΑ του Πολυχρόνη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΖΑΝΑΚΗΣ ΦΙΛΙΠΠΟΣ του Ιωάννη,ΚΑΝΤΑΚΟΥ ΑΝΔΡΟΜΑΧΗ του Φωτίου,Λαϊκή Ενότητα,ΧΟΝΔΡΟΥΛΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜέΡΑ25,ΕΛΕΝΗ ΜΑΡΙΑ του Αναστασίου,ΠΑΝΤΑΖΩΝΗ ΦΩΤΕΙΝΗ (ΦΕΝΙΑ) του Φωκίωνος,ΤΡΙΑΝΤΑΦΥΛΛΟΣ ΝΙΚΟΛΑΟΣ του Θαλή,ΧΟΥΤΟΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΑΛΑΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΓΚΙΟΞΑΡΗ ΒΑΡΒΑΡΑ του Ελευθερίου,ΜΠΑΡΤΖΙΩΚΑΣ ΑΘΑΝΑΣΙΟΣ του Γρηγορίου,ΣΕΠΥΡΓΙΩΤΗ ΑΓΓΕΛΙΚΗ του Ευσταθίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΖΩΓΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου
24 - Τρικάλων,101 E.T. Δήμου Πύλης,250,165,3,0,3,162,37,11,5,16,5,4,3,91,27,2,29,25,48,19,1,0,0,0,0,1,25,3,8,4,9,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,0,0,2,1
24 - Τρικάλων,102 E.T. Δήμου Πύλης,249,123,1,0,1,122,28,9,4,9,13,0,0,59,19,3,6,14,33,27,0,0,0,0,0,0,19,3,15,1,3,6,2,8,1,7,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,0,0,0,0,1,0
24 - Τρικάλων,103 E.T. Δήμου Πύλης,298,153,2,1,3,150,59,24,10,30,9,3,7,66,25,6,16,20,24,15,2,0,1,1,0,2,3,0,0,1,0,0,1,10,4,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1
24 - Τρικάλων,104 E.T. Δήμου Πύλης,346,211,3,1,4,207,65,20,5,25,16,2,5,95,19,3,11,23,66,23,1,0,0,0,0,0,18,2,5,2,9,6,1,9,4,7,2,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,4,1
24 - Τρικάλων,105 E.T. Δήμου Πύλης,231,163,2,0,2,161,24,6,2,8,3,2,3,112,14,2,28,28,57,51,2,0,1,0,0,0,4,0,1,0,1,2,1,11,0,11,8,0,0,1,1,1,1,0,0,0,0,0,2,0,1,0,1,1,0,0,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
24 - Τρικάλων,106 E.T. Δήμου Πύλης,347,226,4,1,5,221,59,14,14,24,22,0,3,100,39,1,29,29,37,30,7,1,2,0,1,3,18,1,3,3,8,8,3,5,1,5,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,22,2,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,1,1,2,0,2,0
24 - Τρικάλων,107 E.T. Δήμου Πύλης,252,160,1,0,1,159,34,7,1,13,16,0,2,81,23,0,12,25,45,36,2,0,0,0,0,0,9,0,6,1,1,5,1,10,3,6,5,1,0,1,0,0,0,0,0,0,0,0,3,1,3,0,1,1,0,0,19,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
24 - Τρικάλων,108 E.T. Δήμου Πύλης,441,297,3,1,4,293,64,1,1,21,29,2,3,147,38,0,75,28,56,20,11,5,4,1,2,2,39,1,25,0,7,13,6,6,2,1,3,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,2,1,4,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
24 - Τρικάλων,109 E.T. Δήμου Πύλης,371,236,3,1,4,232,67,13,5,18,36,0,4,107,34,4,40,11,60,32,2,0,1,0,1,1,26,1,20,0,4,11,2,6,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20,19,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,110 E.T. Δήμου Πύλης,362,233,3,1,4,229,55,11,1,9,27,1,2,115,29,6,54,21,53,19,5,1,1,0,0,1,36,3,20,0,12,24,4,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0,0,0,1,0,0
24 - Τρικάλων,111 E.T. Δήμου Πύλης,541,341,6,0,6,335,78,13,1,16,46,1,4,159,40,6,40,59,77,20,10,3,4,0,1,3,28,1,15,1,6,16,6,27,11,13,8,2,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14,3,2,1,4,1,2,0,0,0,0,0,0,0,0,1,1,1,3,2,6,4,1,1,3,2,0,0,1,0,4,2
24 - Τρικάλων,112 E.T. Δήμου Πύλης,353,241,2,1,3,238,72,7,1,14,56,5,2,121,40,8,25,30,60,21,6,1,1,0,0,3,4,1,1,2,0,0,1,16,2,9,6,1,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,5,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,0,1,1,2,0,0,0,0,1,1
24 - Τρικάλων,113 E.T. Δήμου Πύλης,425,254,5,2,7,247,83,7,2,5,69,1,2,99,40,4,6,32,42,27,4,2,0,1,0,2,23,3,7,4,8,2,5,26,5,20,13,1,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
24 - Τρικάλων,114 E.T. Δήμου Πύλης,439,277,5,0,5,272,92,13,14,27,34,2,13,113,50,4,29,21,58,14,7,2,2,0,1,0,17,3,8,3,3,8,3,17,6,12,3,1,3,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2,2,3,3,2,0,0,1,0,3,0
24 - Τρικάλων,115 E.T. Δήμου Πύλης,433,272,6,2,8,264,50,12,4,27,22,2,6,145,42,4,56,29,74,31,6,1,2,2,0,0,14,4,5,1,4,4,2,23,4,16,3,3,3,2,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,14,5,2,0,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6,5,3,2,1,2,1,0,2,0,0,0
24 - Τρικάλων,116 E.T. Δήμου Πύλης,432,267,0,1,1,266,64,20,8,10,30,5,8,127,33,8,32,44,64,21,9,3,1,0,0,1,12,2,7,1,1,4,1,14,0,5,3,0,3,1,5,2,0,1,1,1,0,0,2,0,0,0,0,0,1,0,16,9,1,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,3,2,0,1,2,2,0,1,0,5,3
24 - Τρικάλων,117 E.T. Δήμου Πύλης,485,267,1,1,2,265,79,22,5,31,40,3,5,116,34,4,34,35,44,29,7,4,0,2,2,1,13,1,3,2,3,2,3,25,8,14,10,0,6,2,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9,1,1,0,4,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,5,0,2,0,2,1,1,0,0,1,3,1
24 - Τρικάλων,118 E.T. Δήμου Πύλης,482,296,3,2,5,291,78,20,3,23,30,1,4,106,24,10,38,22,55,19,4,2,0,0,2,1,23,2,6,4,12,8,3,57,26,22,17,7,4,11,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,3,2
24 - Τρικάλων,119 E.T. Δήμου Πύλης,492,279,2,0,2,277,81,21,7,26,44,3,6,116,30,4,35,33,60,32,1,1,0,0,1,0,25,1,6,1,15,12,5,34,12,21,14,1,1,3,3,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0,6,2,1,1,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,1,1
24 - Τρικάλων,120 E.T. Δήμου Πύλης,534,210,2,2,4,206,70,18,12,21,8,2,10,100,26,0,10,17,70,19,7,0,0,1,0,2,14,3,2,0,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0
24 - Τρικάλων,121 E.T. Δήμου Πύλης,133,61,1,0,1,60,24,11,3,6,5,2,1,21,11,0,0,2,19,2,4,1,2,1,0,3,3,0,0,0,0,2,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24 - Τρικάλων,122 E.T. Δήμου Πύλης,48,31,0,0,0,31,10,2,2,1,4,1,0,17,10,1,1,8,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,123 E.T. Δήμου Πύλης,260,123,1,1,2,121,62,11,38,9,31,3,3,28,11,2,7,2,16,13,1,1,0,0,0,1,20,4,4,3,9,11,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,124 E.T. Δήμου Πύλης,123,64,2,0,2,62,30,13,3,10,5,1,3,18,1,0,0,6,8,7,1,1,0,0,0,0,12,6,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24 - Τρικάλων,125 E.T. Δήμου Πύλης,553,262,7,1,8,254,56,25,6,16,17,5,6,151,62,1,44,27,84,23,5,0,0,0,0,0,16,0,12,1,1,8,1,12,2,8,3,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5,2,2,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,1,2,1
24 - Τρικάλων,126 E.T. Δήμου Πύλης,254,128,3,1,4,124,41,13,3,8,17,4,3,51,10,6,7,10,31,18,6,1,2,0,0,1,12,0,9,0,1,9,0,10,5,5,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,127 E.T. Δήμου Πύλης,219,90,1,0,1,89,30,6,1,12,2,4,5,46,22,0,14,4,25,14,2,1,0,0,0,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,0,0,0,0,0
24 - Τρικάλων,128 E.T. Δήμου Πύλης,136,58,1,2,3,55,14,7,2,4,5,0,0,26,3,0,11,0,18,0,2,1,1,0,0,0,4,0,0,1,2,2,0,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
24 - Τρικάλων,129 E.T. Δήμου Πύλης,491,266,0,1,1,265,80,37,5,39,19,4,3,114,37,9,41,33,38,32,4,0,2,1,1,1,22,4,10,4,6,11,1,28,7,20,18,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,4,4
24 - Τρικάλων,130 E.T. Δήμου Πύλης,492,265,3,0,3,262,73,18,13,39,20,12,5,120,24,4,52,53,49,10,4,2,0,0,1,1,25,2,14,1,7,9,3,19,2,15,10,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7,3,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,8,4,0,1,2,0,0,0,0,0,2,1
24 - Τρικάλων,131 E.T. Δήμου Πύλης,508,306,3,3,6,300,112,42,23,43,37,7,8,107,3,1,24,38,42,28,2,1,0,0,1,0,35,12,9,2,13,17,5,21,6,15,10,1,1,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,10,4,3,1,3,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,3,1,0,0,0,1,0,0,1,0,2,2
24 - Τρικάλων,132 E.T. Δήμου Πύλης,385,173,1,2,3,170,31,9,15,17,4,0,2,100,16,6,70,18,20,12,8,4,3,1,1,1,15,4,2,0,0,5,7,6,1,2,0,1,4,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,6,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,133 E.T. Δήμου Πύλης,341,180,1,3,4,176,34,11,6,19,3,1,0,112,10,7,90,12,20,12,4,1,4,0,2,1,13,1,5,3,5,5,4,6,3,4,0,2,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
24 - Τρικάλων,134 E.T. Δήμου Πύλης,316,174,2,1,3,171,47,14,3,30,12,5,3,91,24,2,35,39,31,15,4,1,1,0,1,2,10,0,3,0,4,7,3,6,1,0,2,0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,2,1,2,1,0,1,0,0,1,0,1,1
24 - Τρικάλων,135 E.T. Δήμου Πύλης,331,201,3,2,5,196,62,25,7,31,12,2,6,87,19,1,35,25,32,11,5,0,0,2,1,0,25,6,9,0,9,12,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,2,0
24 - Τρικάλων,136 E.T. Δήμου Πύλης,525,294,3,5,8,286,64,19,7,27,17,1,3,169,38,6,67,34,68,48,7,1,1,0,1,0,21,2,5,1,3,14,1,5,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,3,1,1,2,2,2,1,0,1,0,0,0,0,0,2,2,2,0,0,6,1,0,0,4,2,0,0,0,0,0,0
24 - Τρικάλων,137 E.T. Δήμου Πύλης,552,318,2,1,3,315,71,28,2,27,30,2,3,180,34,4,79,55,81,41,5,2,0,0,2,1,28,2,9,2,2,22,3,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,4,0,1,1,1,0,0,0,7,2,1,1,1,1,1,0,0,0,0,0,0,0,0,5,1,2,1,1,4,0,0,0,3,5,0,0,3,1,1,0
24 - Τρικάλων,138 E.T. Δήμου Πύλης,75,50,1,0,1,49,17,3,1,10,7,1,1,29,2,0,25,3,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,139 E.T. Δήμου Πύλης,564,332,1,0,1,331,68,16,15,30,13,4,7,180,37,9,78,51,98,35,5,1,0,2,0,2,47,7,23,6,15,14,12,5,2,2,0,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,3,1,1,5,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,11,2,4,1,3,3,1,0,2,0,0,0
24 - Τρικάλων,140 E.T. Δήμου Πύλης,161,94,2,1,3,91,13,4,1,7,1,0,2,66,19,9,16,16,43,16,2,0,0,0,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,1,0
24 - Τρικάλων,141 E.T. Δήμου Πύλης,140,83,0,0,0,83,18,5,2,6,7,4,1,56,16,2,21,19,19,14,2,1,0,0,0,0,3,0,1,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,142 E.T. Δήμου Πύλης,156,66,1,1,2,64,22,5,0,9,3,3,2,33,18,0,21,10,11,0,2,2,0,0,0,1,2,0,0,1,1,0,1,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0
24 - Τρικάλων,143 E.T. Δήμου Πύλης,373,165,2,0,2,163,60,17,5,17,7,3,3,69,23,1,16,15,36,17,1,0,0,0,0,0,18,7,2,2,7,7,3,2,0,1,0,0,2,0,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2
24 - Τρικάλων,144 E.T. Δήμου Πύλης,401,180,0,0,0,180,50,21,5,13,8,2,10,87,47,3,10,14,49,17,3,2,1,0,0,2,16,5,9,0,4,4,1,1,0,0,0,0,0,0,5,2,2,2,0,0,0,0,1,1,0,0,0,1,0,0,6,3,2,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,1,1,2,0,0,0,0,0,3,2
24 - Τρικάλων,145 E.T. Δήμου Πύλης,347,152,1,0,1,151,47,13,7,27,7,1,1,78,44,4,12,14,31,28,5,3,2,0,0,0,8,6,4,0,2,1,1,3,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,2
24 - Τρικάλων,146 E.T. Δήμου Πύλης,212,59,0,0,0,59,22,8,1,7,4,1,0,29,14,1,7,7,13,9,1,0,0,0,0,0,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,147 E.T. Δήμου Πύλης,87,107,2,1,3,104,16,2,3,5,3,1,0,65,35,6,24,8,31,13,4,0,0,0,0,0,8,1,1,0,3,1,4,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,2,0,0,0,0,0,1,1
24 - Τρικάλων,148 E.T. Δήμου Πύλης,268,131,0,0,0,131,42,15,2,15,10,4,1,74,61,8,22,8,22,7,3,0,0,1,0,1,7,3,3,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
24 - Τρικάλων,149 E.T. Δήμου Πύλης,559,332,3,0,3,329,90,33,7,28,33,8,2,184,66,11,59,34,86,32,6,2,0,1,1,0,18,2,10,1,6,5,2,12,0,8,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,0,2,0,0,3,2,0,1,1,0,0,0,1,1,0,1,0,2,1,1,2,0,1,0,0,1,0,2,0
24 - Τρικάλων,150 E.T. Δήμου Πύλης,494,280,1,3,4,276,81,32,8,21,31,4,7,138,48,3,35,32,71,30,6,1,2,0,0,0,10,2,9,0,1,2,0,16,2,9,1,0,3,9,2,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,5,2,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,2,3,3,3,0,0,0,0,4,2,0,1,0,2,0
